Time ,Time step,WIND-A,WIND-B,WIND-C,Price of power
9/1/04 20:30,124,0,0.8,1.2,38.54
9/1/04 20:40,125,0,0.8,2.1,39.23
9/1/04 20:50,126,0,1.7,2,35.76
9/1/04 21:00,127,1.3,1.5,0.2,39.19
9/1/04 21:10,128,5.6,1.6,1.8,35.34
9/1/04 21:20,129,6.4,1.8,1.2,38
9/1/04 21:30,130,4.8,1.8,1.4,34.46
9/1/04 21:40,131,4.6,1.6,1.2,36.3
9/1/04 21:50,132,5.5,1.7,2,37.59
9/1/04 22:00,133,4,1.1,1,34.73
9/1/04 22:10,134,6.7,1.5,0,33.48
9/1/04 22:20,135,1.4,1.4,0,34.36
9/1/04 22:30,136,0,0,1.1,32.77
9/1/04 22:40,137,3.2,0.9,0.7,34.84
9/1/04 22:50,138,7.4,0.7,0,32.15
9/1/04 23:00,139,7,1.3,2.1,33.94
9/1/04 23:10,140,5.6,0.6,2.6,34.73
9/1/04 23:20,141,4.8,2.5,2,31.5
9/1/04 23:30,142,0.7,2.4,1.8,33.86
9/1/04 23:40,143,4.7,2.9,2.8,32.83
9/1/04 23:50,144,12.1,2.2,0.1,32.77
9/2/04 0:00,145,17.7,2.1,2.2,32.67
9/2/04 0:10,146,21,2.3,2.4,29.92
9/2/04 0:20,147,43,3.1,2.8,29.12
9/2/04 0:30,148,43.6,5.1,2.6,30.77
9/2/04 0:40,149,42.8,4.8,4.1,30.07
9/2/04 0:50,150,43.5,5.1,3.5,31.43
9/2/04 1:00,151,44,5.6,3.9,28.21
9/2/04 1:10,152,44.2,5.9,3.3,27.52
9/2/04 1:20,153,43.6,9.1,3.9,30.12
9/2/04 1:30,154,47.1,8.1,3.1,29.77
9/2/04 1:40,155,49.3,9.1,3.5,26.67
9/2/04 1:50,156,52.7,7.8,0,28.32
9/2/04 2:00,157,59.8,6.3,3.3,26.47
9/2/04 2:10,158,49.3,8.5,1.7,27.8
9/2/04 2:20,159,47.5,8.9,1,27.15
9/2/04 2:30,160,50.4,7.7,1.6,27.64
9/2/04 2:40,161,43.2,6.7,0,24.53
9/2/04 2:50,162,41.5,5.1,0,26.7
9/2/04 3:00,163,32.1,5.8,0,26.42
9/2/04 3:10,164,29.2,3.8,0,26.79
9/2/04 3:20,165,34.7,3.3,0,25.34
9/2/04 3:30,166,27.4,4.4,0,27.04
9/2/04 3:40,167,29.2,4.2,0.4,23.72
9/2/04 3:50,168,21.2,5.5,0,26.28
9/2/04 4:00,169,30.5,5.1,1,24.52
9/2/04 4:10,170,35.2,5.8,0,23.13
9/2/04 4:20,171,26.6,6.7,0,23.04
9/2/04 4:30,172,33,5.9,0.4,25.68
9/2/04 4:40,173,37.3,5,0,24.04
9/2/04 4:50,174,31.8,7,0,23.59
9/2/04 5:00,175,32.5,9.1,0,22.56
9/2/04 5:10,176,43.5,10.6,0,23.49
9/2/04 5:20,177,50.3,12.8,0.8,24.86
9/2/04 5:30,178,50,11.5,0,24.07
9/2/04 5:40,179,44.4,9.7,0,25.57
9/2/04 5:50,180,39.2,11.3,0,24.27
9/2/04 6:00,181,32.4,10.6,0,25.65
9/2/04 6:10,182,34.7,8.9,0,28.47
9/2/04 6:20,183,38.2,8.3,0,28.38
9/2/04 6:30,184,35.7,9.6,0,27.39
9/2/04 6:40,185,37.7,9.4,0,37.94
9/2/04 6:50,186,28.9,6.3,0,40.74
9/2/04 7:00,187,26.4,7.4,0,41.05
9/2/04 7:10,188,19,6,0,74
9/2/04 7:20,189,15.5,7.7,0,74.33
9/2/04 7:30,190,18,6.7,0,75.48
9/2/04 7:40,191,11.4,4.7,0,75.3
9/2/04 7:50,192,16.5,6.5,0,84.97
9/2/04 8:00,193,27.6,8.5,0,83.98
9/2/04 8:10,194,30.6,9.5,0,84.4
9/2/04 8:20,195,19.8,8.2,0,92.93
9/2/04 8:30,196,17.7,4.1,0,92.58
9/2/04 8:40,197,16.2,4.2,0,90.92
9/2/04 8:50,198,17.3,4.3,0,88.61
9/2/04 9:00,199,27.7,6.1,0,88.35
9/2/04 9:10,200,19.1,3.3,1.2,95.74
9/2/04 9:20,201,25.8,2.9,1.9,109
9/2/04 9:30,202,21.5,2.5,3.7,106.81
9/2/04 9:40,203,20.3,2.3,1,110.15
9/2/04 9:50,204,32.7,2.4,3.7,106.82
9/2/04 10:00,205,32.6,2.1,3.7,107.63
9/2/04 10:10,206,35.2,2.8,4,110.73
9/2/04 10:20,207,36.3,4.6,3.1,108.57
9/2/04 10:30,208,44.5,5.2,2.8,108.55
9/2/04 10:40,209,48.1,7.2,4.2,112.15
9/2/04 10:50,210,47.6,7.7,3.5,110.14
9/2/04 11:00,211,52.6,9.9,4.6,109.42
9/2/04 11:10,212,58,10.3,8.3,113.17
9/2/04 11:20,213,58.2,10.6,15.2,112.71
9/2/04 11:30,214,55.7,12.5,12.8,117.56
9/2/04 11:40,215,55,12.5,9.1,116.59
9/2/04 11:50,216,57,10.7,10.4,116.55
9/2/04 12:00,217,58.1,12.2,7.5,112.99
9/2/04 12:10,218,54.8,11.8,4.3,114.16
9/2/04 12:20,219,53.2,12.4,4.7,112.81
9/2/04 12:30,220,56,9.5,5.2,114.48
9/2/04 12:40,221,60,9.6,2.4,114.65
9/2/04 12:50,222,59.6,7.3,2.8,113.53
9/2/04 13:00,223,60,6.9,1.6,126.87
9/2/04 13:10,224,58.6,6.8,1.6,125.55
9/2/04 13:20,225,58.5,5.9,3.6,120.03
9/2/04 13:30,226,60,8.1,5.6,120.2
9/2/04 13:40,227,58.3,11,8.9,117.02
9/2/04 13:50,228,60,7.8,10.4,116.35
9/2/04 14:00,229,58.1,6.2,2.7,117.32
9/2/04 14:10,230,57.5,6.6,0,118.35
9/2/04 14:20,231,60,7.7,1,119.16
9/2/04 14:30,232,60,9.7,1,119.49
9/2/04 14:40,233,60,10.4,0.6,116.84
9/2/04 14:50,234,56.9,9.7,0,116.76
9/2/04 15:00,235,56.3,9.5,0,118.53
9/2/04 15:10,236,60,7.7,0,118.21
9/2/04 15:20,237,60,7.8,0,119.71
9/2/04 15:30,238,60,6.2,0.2,119.65
9/2/04 15:40,239,59.4,5.1,1.3,117.42
9/2/04 15:50,240,60,7.1,3.8,120.98
9/2/04 16:00,241,60,7,2.3,118.02
9/2/04 16:10,242,60,6.1,1.1,118.06
9/2/04 16:20,243,60,7.8,4.1,121.46
9/2/04 16:30,244,60,6.9,1.3,120.05
9/2/04 16:40,245,59.3,7.3,4.7,121.72
9/2/04 16:50,246,60,6.9,5.4,118.86
9/2/04 17:00,247,60,8.1,0.8,120.1
9/2/04 17:10,248,58.7,8.7,3.9,118.64
9/2/04 17:20,249,57.8,5.8,5.2,121.25
9/2/04 17:30,250,60,8.1,6.9,103.72
9/2/04 17:40,251,59.2,7.6,5.5,89.9
9/2/04 17:50,252,56.6,7.3,8.1,91.68
9/2/04 18:00,253,58.3,6.4,16.1,88.98
9/2/04 18:10,254,60,8.8,15.4,87.93
9/2/04 18:20,255,56,6,17.1,90.61
9/2/04 18:30,256,50.7,5.5,15.1,90.79
9/2/04 18:40,257,49,5.8,15,54.35
9/2/04 18:50,258,42.9,5,12.2,52.68
9/2/04 19:00,259,36,4.1,12,55.46
9/2/04 19:10,260,31.6,3.8,8.4,43.98
9/2/04 19:20,261,20.7,2.4,0,42.83
9/2/04 19:30,262,16.4,1,5.3,43.28
9/2/04 19:40,263,16.7,1.5,11.4,42.87
9/2/04 19:50,264,14.8,1.6,10.6,43.44
9/2/04 20:00,265,11.7,2.1,10.4,42.71
9/2/04 20:10,266,15.6,2.1,9.6,29.21
9/2/04 20:20,267,13.3,2.5,8.3,29.12
9/2/04 20:30,268,14,0.9,5.2,25.54
9/2/04 20:40,269,25.8,1.2,6.7,27.03
9/2/04 20:50,270,11.4,2.8,1,27.87
9/2/04 21:00,271,23.4,8.1,0,28.19
9/2/04 21:10,272,39.6,6.4,0,26.23
9/2/04 21:20,273,25.3,4.4,0,25.07
9/2/04 21:30,274,34.9,6.6,0,26.55
9/2/04 21:40,275,57,8.5,1.2,26.45
9/2/04 21:50,276,59.9,10.3,8.5,26.26
9/2/04 22:00,277,55.1,10.6,6.1,24.42
9/2/04 22:10,278,60,13.3,8.4,26.42
9/2/04 22:20,279,54.9,4.3,9.4,26.06
9/2/04 22:30,280,55.8,9.6,6.3,24.85
9/2/04 22:40,281,47.5,11.9,14.1,24.18
9/2/04 22:50,282,53.4,5.8,16,23.66
9/2/04 23:00,283,55.1,7.8,12.8,23.56
9/2/04 23:10,284,60,9.2,21.1,23.12
9/2/04 23:20,285,55.2,8.7,12.5,23.7
9/2/04 23:30,286,60,10.1,6.4,21.25
9/2/04 23:40,287,60,8.1,2.3,21.37
9/2/04 23:50,288,60,9.5,1.9,19.42
9/3/04 0:00,289,59.4,11.3,3.3,19.38
9/3/04 0:10,290,51.8,9.7,5.5,18.33
9/3/04 0:20,291,56.1,9.6,1.9,20.28
9/3/04 0:30,292,55.7,9.8,6.6,17.86
9/3/04 0:40,293,50.8,8.2,6.2,18.52
9/3/04 0:50,294,55.5,8.8,3.8,19.61
9/3/04 1:00,295,53.3,8.7,5.6,18.2
9/3/04 1:10,296,51.6,11.1,4,16.51
9/3/04 1:20,297,54.4,7.8,5.8,17.69
9/3/04 1:30,298,59.9,8.6,4.6,17.5
9/3/04 1:40,299,56.9,8.1,6.4,18.33
9/3/04 1:50,300,57.4,5.7,5,18.42
9/3/04 2:00,301,60,8.7,3.5,18.32
9/3/04 2:10,302,59.9,8.5,3.6,17.4
9/3/04 2:20,303,59.5,10.4,0.6,17.91
9/3/04 2:30,304,55.2,8.9,0,16.42
9/3/04 2:40,305,54.3,10.3,1.3,15.9
9/3/04 2:50,306,52.6,8.3,0.7,15.14
9/3/04 3:00,307,46.7,7.8,0,15.87
9/3/04 3:10,308,45.6,7.7,1,15.64
9/3/04 3:20,309,47.8,8.5,1.7,21.92
9/3/04 3:30,310,48.4,8.2,2.3,18.43
9/3/04 3:40,311,47.2,11.6,3.9,18.18
9/3/04 3:50,312,48.9,12.2,2.7,19.8
9/3/04 4:00,313,46.8,10.3,2.6,20.11
9/3/04 4:10,314,46.5,10.7,0.6,17.66
9/3/04 4:20,315,41,12.3,0,19.75
9/3/04 4:30,316,40.9,11.4,0.3,19.12
9/3/04 4:40,317,36.9,11.7,0,20.92
9/3/04 4:50,318,20.8,11.4,0.2,20.94
9/3/04 5:00,319,23.3,11,0,17.44
9/3/04 5:10,320,19.1,11.8,0,18.63
9/3/04 5:20,321,16.1,10.7,0.3,23.24
9/3/04 5:30,322,16.3,12.2,1.6,25.87
9/3/04 5:40,323,9.7,10.9,0.7,23.01
9/3/04 5:50,324,4,8.4,0,23.88
9/3/04 6:00,325,0.3,8.6,0,26.07
9/3/04 6:10,326,0,7,0,30.87
9/3/04 6:20,327,6.9,8.4,0,30.95
9/3/04 6:30,328,28.8,8,0,30.1
9/3/04 6:40,329,22.8,7.5,0,37.72
9/3/04 6:50,330,23.6,8.3,0,41.14
9/3/04 7:00,331,48,6.6,0,41.51
9/3/04 7:10,332,51.4,5.6,0,75.24
9/3/04 7:20,333,53.3,3.8,0.3,74.26
9/3/04 7:30,334,54.8,5.4,0,75.74
9/3/04 7:40,335,54.4,7.8,1.1,76.09
9/3/04 7:50,336,52.7,7.9,2.7,85.25
9/3/04 8:00,337,55.8,7.6,5.4,84.76
9/3/04 8:10,338,51.2,7.2,7.8,87.49
9/3/04 8:20,339,52.6,9.3,13.4,91.74
9/3/04 8:30,340,52.8,8.8,13.5,92.36
9/3/04 8:40,341,49,6,16.7,91.49
9/3/04 8:50,342,42,6.8,16.1,87.48
9/3/04 9:00,343,38.2,9.6,16.2,86.87
9/3/04 9:10,344,30.8,11.4,19.6,97.42
9/3/04 9:20,345,33.1,11.1,18.6,107.5
9/3/04 9:30,346,31.3,11.7,14.8,117.76
9/3/04 9:40,347,32,10.2,11.8,120.31
9/3/04 9:50,348,37.4,6.3,13.1,122.45
9/3/04 10:00,349,29.6,8.8,16.1,122.57
9/3/04 10:10,350,18,9.4,17.9,142.87
9/3/04 10:20,351,16.6,10.3,21.7,165.52
9/3/04 10:30,352,16.8,11.5,22.9,165.21
9/3/04 10:40,353,13.2,13.5,23.3,167.58
9/3/04 10:50,354,6.5,15,27.1,164.94
9/3/04 11:00,355,0,14.9,24.4,167.56
9/3/04 11:10,356,0.3,13.9,23.8,165.19
9/3/04 11:20,357,6.4,11.8,26.5,168.34
9/3/04 11:30,358,6.4,12.3,22.9,166.73
9/3/04 11:40,359,9,10,20.3,174.45
9/3/04 11:50,360,10.1,8.4,23.3,173.84
9/3/04 12:00,361,11.8,6.3,22.6,175.47
9/3/04 12:10,362,25.5,5.8,24.2,189.82
9/3/04 12:20,363,43.2,5,30,202.61
9/3/04 12:30,364,50.1,5.7,26.6,202.87
9/3/04 12:40,365,54.6,5.6,27.5,205.04
9/3/04 12:50,366,58.4,6,25.9,205.75
9/3/04 13:00,367,60,5.5,24.1,205.37
9/3/04 13:10,368,50.1,9.2,23.2,170.76
9/3/04 13:20,369,46.8,11.4,23.5,173.09
9/3/04 13:30,370,38.9,10.2,23.7,172.79
9/3/04 13:40,371,30.7,12.9,22,173.74
9/3/04 13:50,372,21.5,11.6,18.9,171.27
9/3/04 14:00,373,24.8,12.8,22.7,171.16
9/3/04 14:10,374,24.2,11.7,17.2,172.29
9/3/04 14:20,375,31.2,11.8,16.7,173.82
9/3/04 14:30,376,32.3,12.6,14.8,172.69
9/3/04 14:40,377,37.6,14.1,3.1,172.79
9/3/04 14:50,378,32,15,3,175.46
9/3/04 15:00,379,35.6,15,0,174.1
9/3/04 15:10,380,32.9,12.3,0.5,172.31
9/3/04 15:20,381,26.5,10.8,1.3,175.07
9/3/04 15:30,382,15.5,11.8,1.3,174.12
9/3/04 15:40,383,8.1,13.1,2.3,175.04
9/3/04 15:50,384,8.9,12.4,2.3,174.37
9/3/04 16:00,385,9.9,10.3,0,168.3
9/3/04 16:10,386,8.2,8.2,3.4,160.61
9/3/04 16:20,387,22.5,5.7,2.5,161.53
9/3/04 16:30,388,43.4,5.6,0.1,161.38
9/3/04 16:40,389,41.3,4.5,0,145.62
9/3/04 16:50,390,47.8,2.2,0,139.84
9/3/04 17:00,391,39.2,2.5,0.2,141.8
9/3/04 17:10,392,41.1,0,1.6,128.34
9/3/04 17:20,393,41.1,3.7,3.4,124.18
9/3/04 17:30,394,34.5,2.7,3.8,103.26
9/3/04 17:40,395,25.9,2.6,4.2,90.37
9/3/04 17:50,396,15.9,3,6.3,90.99
9/3/04 18:00,397,10.6,2.1,14.6,88.79
9/3/04 18:10,398,14.7,2.3,14.9,90.93
9/3/04 18:20,399,15.3,2.5,15,91.44
9/3/04 18:30,400,12.1,1.9,13.5,91.32
9/3/04 18:40,401,20.9,1.3,5.5,52.93
9/3/04 18:50,402,33,2.2,0,53.29
9/3/04 19:00,403,44.2,1.9,4.4,52.7
9/3/04 19:10,404,42.7,1.4,4.7,43.7
9/3/04 19:20,405,37.6,0,9.4,43.97
9/3/04 19:30,406,39.4,1.1,17.7,42.07
9/3/04 19:40,407,38,2.7,13.1,44.66
9/3/04 19:50,408,36.5,4.4,12.9,42.85
9/3/04 20:00,409,30.2,2.4,6.3,40.98
9/3/04 20:10,410,25.5,3.8,5.9,38.98
9/3/04 20:20,411,33.5,3.1,4.6,36.77
9/3/04 20:30,412,29.4,3.5,5.2,37.41
9/3/04 20:40,413,27.8,2.8,6.1,36.21
9/3/04 20:50,414,35.1,4.5,3.9,37.22
9/3/04 21:00,415,35.3,3.8,3.3,36.55
9/3/04 21:10,416,33.3,4.3,2.7,37.36
9/3/04 21:20,417,20.1,4,2.4,34.21
9/3/04 21:30,418,17.3,4.9,0,34.71
9/3/04 21:40,419,7.6,4.7,1.6,34.94
9/3/04 21:50,420,12.8,1.8,5,35.15
9/3/04 22:00,421,10.8,0.2,1.2,33.1
9/3/04 22:10,422,17.6,0.7,0,33.44
9/3/04 22:20,423,20.1,3.6,0.3,33.82
9/3/04 22:30,424,19.7,9.1,0,34.93
9/3/04 22:40,425,14.2,8.4,0,33.35
9/3/04 22:50,426,11.8,9.2,0,32.04
9/3/04 23:00,427,15.7,7.2,0,34.02
9/3/04 23:10,428,22.2,3.5,0.7,32.96
9/3/04 23:20,429,19.3,2,2.1,32.78
9/3/04 23:30,430,16.2,1.4,4.8,31.94
9/3/04 23:40,431,0,1.3,4.3,32.65
9/3/04 23:50,432,27.7,3.1,1.4,28.67
